sms,amount,transaction_type,bank,merchant,account,date,reference,category
Rs 5937.68 debited to Zomato from your A/c x1807 on 04/03/2025. Ref 8940605868,5937.68,debited,Axis,Zomato,x1807,04/03/2025,8940605868,Food
Rs 1854.68 credited to Uber from your A/c x6449 on 24/08/2023. Ref 8681605976,1854.68,credited,HSBC,Uber,x6449,24/08/2023,8681605976,Shopping
Rs 4496.65 sent to BigBasket from your A/c x1080 on 08/05/2023. Ref 4833552854,4496.65,sent,Axis,BigBasket,x1080,08/05/2023,4833552854,Transport
Rs 2641.22 credited to Amazon from your A/c x8536 on 23/06/2023. Ref 6491808692,2641.22,credited,Kotak,Amazon,x8536,23/06/2023,6491808692,Shopping
Rs 8283.46 sent to Amazon from your A/c x5614 on 19/01/2025. Ref 5763153982,8283.46,sent,SBI,Amazon,x5614,19/01/2025,5763153982,Shopping
Rs 778.21 credited to Uber from your A/c x3227 on 15/07/2024. Ref 7708835470,778.21,credited,HDFC,Uber,x3227,15/07/2024,7708835470,Shopping
Rs 5275.38 debited to Swiggy from your A/c x9574 on 28/11/2024. Ref 9512303369,5275.38,debited,ICICI,Swiggy,x9574,28/11/2024,9512303369,Food
Rs 8997.78 received to Flipkart from your A/c x8953 on 31/01/2024. Ref 3833119095,8997.78,received,Kotak,Flipkart,x8953,31/01/2024,3833119095,Grocery
Rs 9265.0 credited to Amazon from your A/c x9514 on 20/09/2023. Ref 4961764096,9265.0,credited,ICICI,Amazon,x9514,20/09/2023,4961764096,Shopping
Rs 1097.51 credited to Flipkart from your A/c x4613 on 13/10/2023. Ref 2388942783,1097.51,credited,Axis,Flipkart,x4613,13/10/2023,2388942783,Grocery
Rs 9816.86 received to Flipkart from your A/c x2445 on 25/08/2024. Ref 5105078374,9816.86,received,HSBC,Flipkart,x2445,25/08/2024,5105078374,Grocery
Rs 767.55 debited to Flipkart from your A/c x2243 on 01/03/2025. Ref 3436814748,767.55,debited,Axis,Flipkart,x2243,01/03/2025,3436814748,Grocery
Rs 4622.86 sent to Flipkart from your A/c x9171 on 26/07/2023. Ref 4448922843,4622.86,sent,HSBC,Flipkart,x9171,26/07/2023,4448922843,Grocery
Rs 7185.99 debited to BigBasket from your A/c x2873 on 21/12/2023. Ref 5182258349,7185.99,debited,HSBC,BigBasket,x2873,21/12/2023,5182258349,Transport
Rs 2137.88 debited to Swiggy from your A/c x8841 on 19/07/2024. Ref 7591880142,2137.88,debited,Axis,Swiggy,x8841,19/07/2024,7591880142,Food
Rs 3214.99 sent to Uber from your A/c x4207 on 22/06/2023. Ref 8722000464,3214.99,sent,Axis,Uber,x4207,22/06/2023,8722000464,Shopping
Rs 4525.63 received to Flipkart from your A/c x4319 on 28/10/2024. Ref 7905196776,4525.63,received,ICICI,Flipkart,x4319,28/10/2024,7905196776,Grocery
Rs 6153.66 sent to Zomato from your A/c x2551 on 17/04/2023. Ref 4155188834,6153.66,sent,Axis,Zomato,x2551,17/04/2023,4155188834,Food
Rs 7845.55 debited to Uber from your A/c x5765 on 03/04/2024. Ref 3812452888,7845.55,debited,Axis,Uber,x5765,03/04/2024,3812452888,Shopping
Rs 4376.97 credited to Amazon from your A/c x1908 on 03/06/2024. Ref 8265201431,4376.97,credited,Axis,Amazon,x1908,03/06/2024,8265201431,Shopping
Rs 6864.25 debited to Swiggy from your A/c x7743 on 24/08/2023. Ref 6547437119,6864.25,debited,Kotak,Swiggy,x7743,24/08/2023,6547437119,Food
Rs 3268.24 debited to Zomato from your A/c x9187 on 27/01/2025. Ref 7982307428,3268.24,debited,Kotak,Zomato,x9187,27/01/2025,7982307428,Food
Rs 5185.45 received to Flipkart from your A/c x2365 on 24/06/2024. Ref 4541781550,5185.45,received,ICICI,Flipkart,x2365,24/06/2024,4541781550,Grocery
Rs 4741.16 credited to Flipkart from your A/c x8473 on 18/03/2023. Ref 9211350903,4741.16,credited,HDFC,Flipkart,x8473,18/03/2023,9211350903,Grocery
Rs 8923.59 received to Amazon from your A/c x2371 on 04/03/2025. Ref 8497061272,8923.59,received,Axis,Amazon,x2371,04/03/2025,8497061272,Shopping
Rs 1702.69 debited to Flipkart from your A/c x3070 on 18/02/2025. Ref 9036264435,1702.69,debited,Axis,Flipkart,x3070,18/02/2025,9036264435,Grocery
Rs 1243.3 credited to Uber from your A/c x2720 on 18/03/2023. Ref 7214496859,1243.3,credited,SBI,Uber,x2720,18/03/2023,7214496859,Shopping
Rs 299.64 received to Amazon from your A/c x8848 on 18/06/2024. Ref 5992040553,299.64,received,HSBC,Amazon,x8848,18/06/2024,5992040553,Shopping
Rs 3754.01 received to Amazon from your A/c x6089 on 16/02/2024. Ref 6131380714,3754.01,received,HSBC,Amazon,x6089,16/02/2024,6131380714,Shopping
Rs 8494.55 sent to BigBasket from your A/c x6321 on 29/01/2025. Ref 8188878877,8494.55,sent,Axis,BigBasket,x6321,29/01/2025,8188878877,Transport
Rs 3422.87 received to BigBasket from your A/c x4126 on 01/07/2024. Ref 9405102242,3422.87,received,ICICI,BigBasket,x4126,01/07/2024,9405102242,Transport
Rs 7198.88 received to Uber from your A/c x9771 on 25/01/2024. Ref 4963447371,7198.88,received,Axis,Uber,x9771,25/01/2024,4963447371,Shopping
Rs 6871.99 received to Swiggy from your A/c x2995 on 14/01/2024. Ref 5468403521,6871.99,received,Kotak,Swiggy,x2995,14/01/2024,5468403521,Food
Rs 8842.66 received to Amazon from your A/c x7175 on 02/03/2024. Ref 6464368619,8842.66,received,HSBC,Amazon,x7175,02/03/2024,6464368619,Shopping
Rs 450.31 received to Uber from your A/c x8137 on 14/12/2023. Ref 2581686024,450.31,received,HSBC,Uber,x8137,14/12/2023,2581686024,Shopping
Rs 2370.44 sent to Zomato from your A/c x1666 on 28/08/2024. Ref 8434341599,2370.44,sent,HDFC,Zomato,x1666,28/08/2024,8434341599,Food
Rs 9237.13 sent to BigBasket from your A/c x4110 on 21/02/2025. Ref 9402702762,9237.13,sent,HSBC,BigBasket,x4110,21/02/2025,9402702762,Transport
Rs 8149.29 credited to Flipkart from your A/c x3908 on 09/01/2025. Ref 9923185768,8149.29,credited,Axis,Flipkart,x3908,09/01/2025,9923185768,Grocery
Rs 7166.4 debited to Flipkart from your A/c x1698 on 09/08/2024. Ref 4479901891,7166.4,debited,SBI,Flipkart,x1698,09/08/2024,4479901891,Grocery
Rs 1613.33 received to Amazon from your A/c x1857 on 27/06/2024. Ref 7223650215,1613.33,received,HSBC,Amazon,x1857,27/06/2024,7223650215,Shopping
Rs 802.14 sent to Swiggy from your A/c x4352 on 13/08/2024. Ref 1884680762,802.14,sent,HDFC,Swiggy,x4352,13/08/2024,1884680762,Food
Rs 9321.87 received to Uber from your A/c x7561 on 25/06/2023. Ref 5370881847,9321.87,received,HSBC,Uber,x7561,25/06/2023,5370881847,Shopping
Rs 433.95 received to Flipkart from your A/c x3275 on 02/02/2025. Ref 4175977326,433.95,received,HDFC,Flipkart,x3275,02/02/2025,4175977326,Grocery
Rs 8066.56 debited to Amazon from your A/c x8998 on 03/04/2023. Ref 1285135366,8066.56,debited,Kotak,Amazon,x8998,03/04/2023,1285135366,Shopping
Rs 1794.37 debited to BigBasket from your A/c x6015 on 03/07/2023. Ref 5538662954,1794.37,debited,SBI,BigBasket,x6015,03/07/2023,5538662954,Transport
Rs 7008.25 received to Swiggy from your A/c x4012 on 28/04/2023. Ref 3447797178,7008.25,received,Kotak,Swiggy,x4012,28/04/2023,3447797178,Food
Rs 4504.02 debited to Uber from your A/c x6160 on 09/07/2024. Ref 5712882508,4504.02,debited,HDFC,Uber,x6160,09/07/2024,5712882508,Shopping
Rs 471.55 sent to BigBasket from your A/c x9701 on 20/12/2023. Ref 8302756243,471.55,sent,ICICI,BigBasket,x9701,20/12/2023,8302756243,Transport
Rs 8487.34 credited to Flipkart from your A/c x7535 on 06/01/2025. Ref 7019782161,8487.34,credited,ICICI,Flipkart,x7535,06/01/2025,7019782161,Grocery
Rs 8270.73 sent to Zomato from your A/c x4551 on 27/06/2024. Ref 3358472849,8270.73,sent,HSBC,Zomato,x4551,27/06/2024,3358472849,Food
Rs 7506.75 debited to BigBasket from your A/c x9590 on 25/01/2024. Ref 5149626540,7506.75,debited,HDFC,BigBasket,x9590,25/01/2024,5149626540,Transport
Rs 8791.64 debited to Amazon from your A/c x1166 on 13/08/2024. Ref 8217842362,8791.64,debited,HDFC,Amazon,x1166,13/08/2024,8217842362,Shopping
Rs 7138.21 received to Zomato from your A/c x4260 on 16/12/2023. Ref 1436357422,7138.21,received,Kotak,Zomato,x4260,16/12/2023,1436357422,Food
Rs 9243.11 debited to Zomato from your A/c x5222 on 03/05/2024. Ref 2378170927,9243.11,debited,HDFC,Zomato,x5222,03/05/2024,2378170927,Food
Rs 6767.68 debited to Amazon from your A/c x6714 on 10/12/2023. Ref 1333606084,6767.68,debited,Kotak,Amazon,x6714,10/12/2023,1333606084,Shopping
Rs 6197.18 received to Amazon from your A/c x5440 on 14/09/2023. Ref 4461147971,6197.18,received,Axis,Amazon,x5440,14/09/2023,4461147971,Shopping
Rs 455.22 received to BigBasket from your A/c x3466 on 16/02/2024. Ref 1778362617,455.22,received,HSBC,BigBasket,x3466,16/02/2024,1778362617,Transport
Rs 2346.39 debited to Uber from your A/c x6890 on 02/08/2023. Ref 1628735130,2346.39,debited,SBI,Uber,x6890,02/08/2023,1628735130,Shopping
Rs 8111.43 debited to Swiggy from your A/c x9537 on 27/02/2025. Ref 3859904705,8111.43,debited,Axis,Swiggy,x9537,27/02/2025,3859904705,Food
Rs 2741.59 received to Amazon from your A/c x7697 on 26/08/2023. Ref 7118484027,2741.59,received,Axis,Amazon,x7697,26/08/2023,7118484027,Shopping
Rs 6750.77 debited to BigBasket from your A/c x4340 on 03/05/2024. Ref 7722346426,6750.77,debited,HSBC,BigBasket,x4340,03/05/2024,7722346426,Transport
Rs 9480.8 received to Uber from your A/c x2930 on 07/07/2024. Ref 6456891950,9480.8,received,Kotak,Uber,x2930,07/07/2024,6456891950,Shopping
Rs 3680.07 credited to Uber from your A/c x2015 on 24/11/2023. Ref 8444006529,3680.07,credited,HSBC,Uber,x2015,24/11/2023,8444006529,Shopping
Rs 5631.2 sent to BigBasket from your A/c x4302 on 21/10/2023. Ref 1359311927,5631.2,sent,HSBC,BigBasket,x4302,21/10/2023,1359311927,Transport
Rs 6103.73 debited to Flipkart from your A/c x4594 on 23/07/2024. Ref 9170599240,6103.73,debited,SBI,Flipkart,x4594,23/07/2024,9170599240,Grocery
Rs 1610.17 sent to Amazon from your A/c x7572 on 27/05/2023. Ref 3769957303,1610.17,sent,Kotak,Amazon,x7572,27/05/2023,3769957303,Shopping
Rs 7220.99 debited to Uber from your A/c x7658 on 11/01/2025. Ref 3112933391,7220.99,debited,Kotak,Uber,x7658,11/01/2025,3112933391,Shopping
Rs 9484.27 sent to Flipkart from your A/c x9344 on 25/01/2025. Ref 4133235690,9484.27,sent,HSBC,Flipkart,x9344,25/01/2025,4133235690,Grocery
Rs 9570.93 debited to Amazon from your A/c x8406 on 12/11/2024. Ref 7737853282,9570.93,debited,HSBC,Amazon,x8406,12/11/2024,7737853282,Shopping
Rs 6027.22 sent to Uber from your A/c x5535 on 18/04/2024. Ref 7710599003,6027.22,sent,ICICI,Uber,x5535,18/04/2024,7710599003,Shopping
Rs 8910.19 credited to Zomato from your A/c x2594 on 11/01/2025. Ref 6832630264,8910.19,credited,HSBC,Zomato,x2594,11/01/2025,6832630264,Food
Rs 7598.94 received to Flipkart from your A/c x7519 on 24/11/2024. Ref 8659293583,7598.94,received,Kotak,Flipkart,x7519,24/11/2024,8659293583,Grocery
Rs 4938.58 received to BigBasket from your A/c x7152 on 21/07/2023. Ref 1504004245,4938.58,received,Kotak,BigBasket,x7152,21/07/2023,1504004245,Transport
Rs 3772.15 received to Uber from your A/c x1509 on 10/06/2023. Ref 5618371758,3772.15,received,Axis,Uber,x1509,10/06/2023,5618371758,Shopping
Rs 9943.2 debited to Flipkart from your A/c x8966 on 05/03/2024. Ref 5330829497,9943.2,debited,HSBC,Flipkart,x8966,05/03/2024,5330829497,Grocery
Rs 4560.92 sent to Flipkart from your A/c x2013 on 28/01/2025. Ref 6056385613,4560.92,sent,ICICI,Flipkart,x2013,28/01/2025,6056385613,Grocery
Rs 2704.16 credited to Flipkart from your A/c x3976 on 13/07/2023. Ref 8179604643,2704.16,credited,Kotak,Flipkart,x3976,13/07/2023,8179604643,Grocery
Rs 233.77 sent to Swiggy from your A/c x8024 on 26/11/2024. Ref 2911090758,233.77,sent,Kotak,Swiggy,x8024,26/11/2024,2911090758,Food
Rs 7275.71 credited to BigBasket from your A/c x4104 on 30/09/2023. Ref 7176568044,7275.71,credited,SBI,BigBasket,x4104,30/09/2023,7176568044,Transport
Rs 7555.76 received to Uber from your A/c x2514 on 30/12/2024. Ref 6336004526,7555.76,received,SBI,Uber,x2514,30/12/2024,6336004526,Shopping
Rs 9920.57 sent to Swiggy from your A/c x1892 on 06/12/2024. Ref 9224083049,9920.57,sent,HDFC,Swiggy,x1892,06/12/2024,9224083049,Food
Rs 9981.95 sent to BigBasket from your A/c x4909 on 08/04/2023. Ref 8883006018,9981.95,sent,Axis,BigBasket,x4909,08/04/2023,8883006018,Transport
Rs 3267.48 debited to Swiggy from your A/c x6559 on 07/10/2024. Ref 5110950957,3267.48,debited,Kotak,Swiggy,x6559,07/10/2024,5110950957,Food
Rs 2008.65 debited to Uber from your A/c x5174 on 21/08/2023. Ref 8645053800,2008.65,debited,Kotak,Uber,x5174,21/08/2023,8645053800,Shopping
Rs 843.5 received to Flipkart from your A/c x7408 on 22/08/2024. Ref 5398587588,843.5,received,HSBC,Flipkart,x7408,22/08/2024,5398587588,Grocery
Rs 1426.19 debited to BigBasket from your A/c x5376 on 18/07/2024. Ref 5400648680,1426.19,debited,Axis,BigBasket,x5376,18/07/2024,5400648680,Transport
Rs 124.64 sent to Flipkart from your A/c x8901 on 02/08/2023. Ref 2335986059,124.64,sent,HDFC,Flipkart,x8901,02/08/2023,2335986059,Grocery
Rs 5182.97 received to Uber from your A/c x1772 on 08/05/2024. Ref 2928336017,5182.97,received,HSBC,Uber,x1772,08/05/2024,2928336017,Shopping
Rs 2553.95 received to Amazon from your A/c x2341 on 22/12/2024. Ref 4350209629,2553.95,received,Kotak,Amazon,x2341,22/12/2024,4350209629,Shopping
Rs 476.48 debited to Zomato from your A/c x3019 on 25/07/2024. Ref 5393102967,476.48,debited,SBI,Zomato,x3019,25/07/2024,5393102967,Food
Rs 3466.52 credited to Zomato from your A/c x7162 on 19/07/2023. Ref 9177941275,3466.52,credited,SBI,Zomato,x7162,19/07/2023,9177941275,Food
Rs 7963.25 credited to Amazon from your A/c x5399 on 11/06/2024. Ref 8257279076,7963.25,credited,SBI,Amazon,x5399,11/06/2024,8257279076,Shopping
Rs 9019.67 debited to BigBasket from your A/c x4933 on 31/03/2024. Ref 7902883288,9019.67,debited,HSBC,BigBasket,x4933,31/03/2024,7902883288,Transport
Rs 6548.02 sent to Zomato from your A/c x2365 on 25/05/2023. Ref 7671497531,6548.02,sent,HSBC,Zomato,x2365,25/05/2023,7671497531,Food
Rs 8516.13 debited to Flipkart from your A/c x5419 on 10/07/2023. Ref 1449186309,8516.13,debited,SBI,Flipkart,x5419,10/07/2023,1449186309,Grocery
Rs 9370.15 sent to Swiggy from your A/c x6732 on 20/07/2024. Ref 1655831934,9370.15,sent,Axis,Swiggy,x6732,20/07/2024,1655831934,Food
Rs 8431.77 received to Swiggy from your A/c x6635 on 24/05/2023. Ref 3187515712,8431.77,received,ICICI,Swiggy,x6635,24/05/2023,3187515712,Food
Rs 3192.11 debited to Uber from your A/c x7105 on 09/02/2024. Ref 1564332247,3192.11,debited,Axis,Uber,x7105,09/02/2024,1564332247,Shopping
Rs 1265.23 received to Zomato from your A/c x1764 on 26/06/2023. Ref 9588429166,1265.23,received,HSBC,Zomato,x1764,26/06/2023,9588429166,Food
Rs 4601.13 credited to BigBasket from your A/c x3754 on 09/12/2024. Ref 6613719912,4601.13,credited,HSBC,BigBasket,x3754,09/12/2024,6613719912,Transport
Rs 7399.92 debited to Uber from your A/c x7718 on 11/05/2023. Ref 2508112083,7399.92,debited,Axis,Uber,x7718,11/05/2023,2508112083,Shopping
Rs 8555.01 sent to Amazon from your A/c x6977 on 19/12/2023. Ref 9541500009,8555.01,sent,Axis,Amazon,x6977,19/12/2023,9541500009,Shopping
Rs 9475.2 credited to BigBasket from your A/c x5958 on 12/07/2023. Ref 6520806302,9475.2,credited,HDFC,BigBasket,x5958,12/07/2023,6520806302,Transport
Rs 5302.0 debited to Zomato from your A/c x6616 on 25/06/2024. Ref 9239805561,5302.0,debited,Axis,Zomato,x6616,25/06/2024,9239805561,Food
Rs 4579.28 sent to BigBasket from your A/c x4914 on 25/11/2023. Ref 1394727946,4579.28,sent,HDFC,BigBasket,x4914,25/11/2023,1394727946,Transport
Rs 635.17 sent to Zomato from your A/c x8773 on 18/01/2024. Ref 9185978264,635.17,sent,Kotak,Zomato,x8773,18/01/2024,9185978264,Food
Rs 6007.16 received to Uber from your A/c x9538 on 27/07/2023. Ref 9043703261,6007.16,received,Axis,Uber,x9538,27/07/2023,9043703261,Shopping
Rs 9398.99 received to Flipkart from your A/c x1950 on 10/01/2024. Ref 7574772617,9398.99,received,HDFC,Flipkart,x1950,10/01/2024,7574772617,Grocery
Rs 7236.15 credited to Swiggy from your A/c x9142 on 24/01/2025. Ref 8969190175,7236.15,credited,Kotak,Swiggy,x9142,24/01/2025,8969190175,Food
Rs 1236.52 debited to Swiggy from your A/c x8330 on 09/12/2023. Ref 6013713128,1236.52,debited,ICICI,Swiggy,x8330,09/12/2023,6013713128,Food
Rs 5230.26 received to Zomato from your A/c x2115 on 29/05/2023. Ref 9642756683,5230.26,received,HDFC,Zomato,x2115,29/05/2023,9642756683,Food
Rs 2308.18 credited to Amazon from your A/c x9499 on 07/01/2024. Ref 2431258403,2308.18,credited,HSBC,Amazon,x9499,07/01/2024,2431258403,Shopping
Rs 2402.16 credited to Amazon from your A/c x9148 on 20/12/2023. Ref 1307361535,2402.16,credited,HDFC,Amazon,x9148,20/12/2023,1307361535,Shopping
Rs 6843.46 sent to Zomato from your A/c x5659 on 14/09/2024. Ref 2308503834,6843.46,sent,Axis,Zomato,x5659,14/09/2024,2308503834,Food
Rs 8479.56 credited to Amazon from your A/c x1432 on 17/09/2024. Ref 1351448100,8479.56,credited,SBI,Amazon,x1432,17/09/2024,1351448100,Shopping
Rs 4287.97 sent to Zomato from your A/c x4121 on 31/07/2023. Ref 9413026896,4287.97,sent,Axis,Zomato,x4121,31/07/2023,9413026896,Food
Rs 9418.82 credited to Uber from your A/c x9556 on 24/10/2024. Ref 5931455799,9418.82,credited,Axis,Uber,x9556,24/10/2024,5931455799,Shopping
Rs 2562.54 debited to Flipkart from your A/c x1046 on 26/09/2024. Ref 3541748496,2562.54,debited,Axis,Flipkart,x1046,26/09/2024,3541748496,Grocery
Rs 7258.7 sent to Uber from your A/c x2173 on 21/11/2023. Ref 4793647700,7258.7,sent,ICICI,Uber,x2173,21/11/2023,4793647700,Shopping
Rs 1853.93 sent to Zomato from your A/c x3515 on 08/05/2024. Ref 3026570638,1853.93,sent,SBI,Zomato,x3515,08/05/2024,3026570638,Food
Rs 3224.55 received to Flipkart from your A/c x2084 on 21/04/2024. Ref 5735441900,3224.55,received,SBI,Flipkart,x2084,21/04/2024,5735441900,Grocery
Rs 5660.93 sent to Swiggy from your A/c x6180 on 19/01/2025. Ref 2227658375,5660.93,sent,Kotak,Swiggy,x6180,19/01/2025,2227658375,Food
Rs 3775.14 sent to BigBasket from your A/c x9890 on 19/02/2024. Ref 7199132118,3775.14,sent,HSBC,BigBasket,x9890,19/02/2024,7199132118,Transport
Rs 7330.08 sent to Swiggy from your A/c x4755 on 11/02/2025. Ref 4769259432,7330.08,sent,HSBC,Swiggy,x4755,11/02/2025,4769259432,Food
Rs 8404.44 credited to Swiggy from your A/c x8630 on 07/06/2024. Ref 4558512321,8404.44,credited,HDFC,Swiggy,x8630,07/06/2024,4558512321,Food
Rs 4599.23 credited to BigBasket from your A/c x5928 on 24/06/2023. Ref 3351836065,4599.23,credited,Kotak,BigBasket,x5928,24/06/2023,3351836065,Transport
Rs 6447.42 credited to Flipkart from your A/c x6747 on 03/08/2023. Ref 9307809428,6447.42,credited,HDFC,Flipkart,x6747,03/08/2023,9307809428,Grocery
Rs 2961.52 credited to Zomato from your A/c x8320 on 08/06/2024. Ref 6866862036,2961.52,credited,HSBC,Zomato,x8320,08/06/2024,6866862036,Food
Rs 2314.96 credited to Amazon from your A/c x7102 on 13/09/2024. Ref 1426912513,2314.96,credited,HDFC,Amazon,x7102,13/09/2024,1426912513,Shopping
Rs 5855.26 sent to Swiggy from your A/c x8034 on 18/02/2024. Ref 6701154786,5855.26,sent,HSBC,Swiggy,x8034,18/02/2024,6701154786,Food
Rs 2922.14 sent to Amazon from your A/c x6290 on 01/03/2024. Ref 3318125256,2922.14,sent,Axis,Amazon,x6290,01/03/2024,3318125256,Shopping
Rs 8904.89 received to Zomato from your A/c x8694 on 26/09/2024. Ref 7169562214,8904.89,received,ICICI,Zomato,x8694,26/09/2024,7169562214,Food
Rs 9243.91 debited to Uber from your A/c x6799 on 07/07/2024. Ref 4477699074,9243.91,debited,HDFC,Uber,x6799,07/07/2024,4477699074,Shopping
Rs 6371.92 sent to Uber from your A/c x1385 on 05/12/2023. Ref 1321994558,6371.92,sent,HDFC,Uber,x1385,05/12/2023,1321994558,Shopping
Rs 1591.25 received to Flipkart from your A/c x3151 on 06/07/2023. Ref 1223463305,1591.25,received,ICICI,Flipkart,x3151,06/07/2023,1223463305,Grocery
Rs 2205.71 sent to Flipkart from your A/c x3503 on 08/11/2024. Ref 6710213940,2205.71,sent,HSBC,Flipkart,x3503,08/11/2024,6710213940,Grocery
Rs 4081.13 sent to Zomato from your A/c x5677 on 06/11/2023. Ref 7207145856,4081.13,sent,Kotak,Zomato,x5677,06/11/2023,7207145856,Food
Rs 3293.76 sent to Flipkart from your A/c x9401 on 20/09/2023. Ref 3644558432,3293.76,sent,HSBC,Flipkart,x9401,20/09/2023,3644558432,Grocery
Rs 5158.47 received to Uber from your A/c x3316 on 09/09/2024. Ref 3907454994,5158.47,received,Axis,Uber,x3316,09/09/2024,3907454994,Shopping
Rs 6919.36 sent to Uber from your A/c x7592 on 03/06/2023. Ref 3433277437,6919.36,sent,SBI,Uber,x7592,03/06/2023,3433277437,Shopping
Rs 4206.66 credited to Swiggy from your A/c x8396 on 08/10/2024. Ref 8576222521,4206.66,credited,HDFC,Swiggy,x8396,08/10/2024,8576222521,Food
Rs 9845.19 debited to Amazon from your A/c x1984 on 20/07/2023. Ref 2040279462,9845.19,debited,HSBC,Amazon,x1984,20/07/2023,2040279462,Shopping
